title,date,wordcount,comments,interactions,images,videos,tags,category,time_since_posted,popularity_score
Nữ sinh chuyên Anh đạt 1600 SAT,"Thứ tư, 2/4/2025, 11:28 (GMT+7)",629.0,1.8268242635234546,3.1009040314511154,1.0,0.0,"SAT, THPT chuyên Hà Tĩnh, 1600 SAT",9,384.53333333333336,0.017449408623617355
Học viện Quân y tuyển 630 sinh viên hệ dân sự,"Thứ bảy, 15/2/2025, 17:30 (GMT+7)",648.0,1.637692416600805,3.52676838122396,1.0,0.0,"Học viện Quân y, hệ dân sự, tuyển sinh đại học 2025",9,1482.5,0.005593376418998304
Nam sinh chế robot phân loại rác giành học bổng toàn phần đại học,"Thứ bảy, 22/2/2025, 08:32 (GMT+7)",972.0,2.126768613731478,5.990897127174278,3.0,0.0,"Học bổng, robot, Đại học Quốc tế RMIT",9,1323.4666666666667,0.022136260077753638
Thành phố nào được chiếu sáng bằng điện đầu tiên ở Việt Nam?,"Thứ bảy, 8/2/2025, 19:45 (GMT+7)",84.0,0.6983533452331834,3.3698644288557302,0.0,0.0,"Hải Phòng, trắc nghiệm, trắc nghiệm lịch sử",9,1648.25,0.003523759842486031
Có nên bỏ Kế toán để chuyển sang ngành STEM không?,"Thứ năm, 20/3/2025, 23:59 (GMT+7)",120.0,2.250109956422129,4.090326720681523,0.0,0.0,"Kế toán, tư vấn chọn ngành",9,684.0166666666667,0.018207209818988452
Bộ Giáo dục nêu lý do quy đổi điểm xét tuyển đại học,"Thứ năm, 3/4/2025, 19:00 (GMT+7)",1369.875,2.126768613731478,4.552840451997219,2.0,0.0,"Tuyển sinh đại học, Phương thức xét tuyển đại học, tuyển sinh đại học 2025, công thức quy đổi điểm xét tuyển, quy đổi điểm",9,353.0,0.03544963644546433
Sở Giáo dục TP HCM cảnh báo chiêu lừa 'hoàn học phí',"Thứ bảy, 8/3/2025, 19:17 (GMT+7)",284.0,1.8268242635234546,4.036358922764406,0.0,0.0,"TP HCM, Lừa đảo, học phí",9,976.7166666666667,0.011267465334623833
Cô chủ nhiệm dùng dây điện đánh học trò,"Thứ năm, 27/2/2025, 17:05 (GMT+7)",376.0,2.360708314405224,5.53014046737745,1.0,0.0,"Giáo viên đánh học sinh, Đăk Lăk, Bạo lực học đường",9,1194.9166666666667,0.02061002695011505
Bệnh viện nào lâu đời nhất Việt Nam?,"Thứ năm, 27/2/2025, 19:58 (GMT+7)",80.0,1.1117290226882115,2.511534842365098,0.0,0.0,"trắc nghiệm, trắc nghiệm lịch sử, Bệnh viện Bệnh Nhiệt đới TP HCM",9,1192.0333333333333,0.0032650569140191053
"Hầu hết tỉnh, thành chọn Tiếng Anh là môn thứ ba thi lớp 10","Chủ nhật, 2/3/2025, 11:00 (GMT+7)",1208.0,4.224532735474765,8.37291639869728,1.0,0.0,"Thi vào lớp 10, thi lớp 10 năm 2025, môn thứ ba thi lớp 10",9,1129.0,0.0631761302279109
Học viện Ngân hàng giảm xét tuyển bằng điểm thi tốt nghiệp,"Thứ bảy, 15/2/2025, 13:06 (GMT+7)",719.0,0.6983533452331834,0.7225625610298714,1.0,0.0,"Học viện Ngân hàng, điểm thi tốt nghiệp THPT, tuyển sinh đại học 2025, phương án tuyển sinh 2025",9,1486.9,0.000669508342711922
Hàng loạt sinh viên rút đơn xin visa du học Australia,"Chủ nhật, 16/3/2025, 09:17 (GMT+7)",559.0,1.407223424814969,4.382433531327013,1.0,0.0,"Australia, visa du học, Du học Australia, thị thực du học",9,794.7166666666667,0.014590622892387044
Đại học Quốc gia Hà Nội công bố sách ôn thi đánh giá năng lực,"Thứ tư, 5/2/2025, 09:35 (GMT+7)",510.0,1.9873141109995494,4.780925649271016,1.0,0.0,"Đại học Quốc Gia Hà Nội, Thi đánh giá năng lực, tuyển sinh đại học 2025",9,1730.4166666666667,0.009815019805998979
"Hơn 11.000 thí sinh thi đánh giá năng lực, tranh suất vào đại học","Thứ bảy, 15/3/2025, 11:35 (GMT+7)",976.0,1.637692416600805,2.649274202709376,1.0,0.0,"Đại học Quốc Gia Hà Nội, Thi đánh giá năng lực, tuyển sinh đại học 2025",9,816.4166666666666,0.00660887188665133
Giành ngôi thủ khoa Tin học toàn quốc ở tuổi 15,"Thứ năm, 23/1/2025, 07:16 (GMT+7)",1116.0,2.552688360458761,6.741447164726101,2.0,0.0,"Lâm Đồng, Tin học, thủ khoa, thi học sinh giỏi quốc gia, kỳ thi học sinh giỏi quốc gia, THPT chuyên Thăng Long",9,1923.4062499999995,0.022111465245796928
Đại học Ngân hàng TP HCM mở ngành Trí tuệ nhân tạo,"Thứ sáu, 7/2/2025, 16:42 (GMT+7)",442.0,1.1117290226882115,2.7753723877738947,1.0,0.0,"Đại học Ngân hàng TP HCM, xét học bạ, xét tuyển sớm, tuyển sinh đại học 2025",9,1675.3,0.002718748717659357
Đại học Quốc gia TP HCM tiếp tục xét tuyển bằng học bạ,"Thứ năm, 13/2/2025, 07:03 (GMT+7)",352.0,2.8571496719902085,4.036358922764406,1.0,0.0,"ưu tiên xét tuyển, Đại học Quốc gia TP HCM, tuyển sinh đại học 2025",9,1540.95,0.011161678428470781
Công thức tính điểm xét tuyển kết hợp của Đại học Bách khoa TP HCM năm 2025,"Thứ tư, 12/2/2025, 21:24 (GMT+7)",467.0,1.1117290226882115,1.173727626048523,1.0,0.0,"Đại học Bách Khoa TP HCM, tuyển sinh đại học 2025, công thức tính điểm",9,1550.6,0.0012787048782746098
Điểm thi đánh giá năng lực ĐH Quốc gia Hà Nội đợt 1 cao nhất 126/150,"Chủ nhật, 16/3/2025, 20:43 (GMT+7)",483.0,2.126768613731478,5.43288572956666,1.0,0.0,"Đại học Quốc Gia Hà Nội, Thi đánh giá năng lực, tuyển sinh đại học 2025",9,783.2833333333333,0.026947092704102695
Học phí các đại học tốt nhất Bắc Âu,"Thứ sáu, 31/1/2025, 22:12 (GMT+7)",533.0,1.8268242635234546,4.036358922764406,1.0,0.0,"du học châu Âu, du học Thụy Điển, xếp hạng đại học, học phí đại học",9,1837.8,0.006216725776528725
Nữ sinh đỗ hai đại học top đầu Hong Kong,"Thứ năm, 20/2/2025, 06:50 (GMT+7)",915.0,1.9873141109995494,4.2904977377335465,2.0,0.0,"Học bổng du học, du học Hong Kong, Đại học Trung Văn Hong Kong",9,1373.1666666666667,0.00968806766590661
Từ chiếc điện thoại ống bơ đến giáo sư hàng đầu thế giới về 6G,"Thứ tư, 29/1/2025, 00:00 (GMT+7)",1369.875,3.0946123481066445,7.707264663229003,2.0,0.0,"người Việt, GS Dương Quang Trung",9,1908.0,0.0352434191320713
ĐH Bách khoa TP HCM mở phân hiệu Khánh Hòa,"Thứ tư, 26/2/2025, 09:58 (GMT+7)",437.0,1.1117290226882115,3.6697419368498783,1.0,0.0,"Khánh Hòa, Đại học Bách Khoa TP HCM, Tuyển sinh đại học, phân hiệu",9,1226.0333333333333,0.0062027110656453135
Trường Đại học FPT tập huấn ứng dụng STEM cho hơn 5.000 giáo viên,"Thứ tư, 2/4/2025, 11:00 (GMT+7)",943.0,0.0,0.0,3.0,0.0,"Đại học FPT, STEM, Trường Đại học FPT, tập huấn ứng dụng STEM",9,385.0,0.0
Đường một chiều' trong tiếng Anh,"Thứ bảy, 8/2/2025, 12:54 (GMT+7)",56.0,0.0,0.0,0.0,0.07622030184054507,"học tiếng Anh, Từ vựng tiếng Anh, thầy Quang Nguyen",9,1655.1,0.0
"Thêm 141 giáo viên bị truy thu, tính lãi vì nợ bảo hiểm","Thứ năm, 27/3/2025, 09:51 (GMT+7)",495.0,2.4609733977724844,4.670561872106978,1.0,0.0,"Nghệ An, Bảo hiểm xã hội, lương giáo viên",9,530.15,0.02955375510920341
Đại học Kiến trúc Hà Nội bỏ xét tuyển sớm bằng học bạ,"Thứ năm, 13/2/2025, 23:50 (GMT+7)",561.0,0.6983533452331834,2.3595877025092555,3.0,0.0,"phương thức xét tuyển đại học, tuyển sinh đại học 2025, Đại học Kiến trúc Hà Nội (HAU)",9,1524.1666666666667,0.0019297005140773294
Đại học Oxford hợp tác nghiên cứu khoa học cùng Bệnh viện Tâm Anh,"Thứ hai, 20/1/2025, 10:00 (GMT+7)",953.0,0.0,0.0,3.5,0.0,"Đại học Oxford, hợp tác nghiên cứu, Bệnh viện Tâm Anh, TAMRI",9,1923.4062499999995,0.0
Học chuyên Toán có nên vào ngành Định phí bảo hiểm?,"Thứ hai, 17/3/2025, 23:59 (GMT+7)",203.0,1.407223424814969,1.5073080002506243,0.0,0.0,"tư vấn chọn ngành, ngành Định phí bảo hiểm",9,756.0166666666667,0.00386426964057575
Hàng nghìn du học sinh Mỹ lao đao vì bị cắt giảm học bổng,"Thứ tư, 12/3/2025, 00:05 (GMT+7)",595.0,1.8268242635234546,3.5998301637937953,1.0,0.0,"Du học sinh, Du học Mỹ",9,899.9166666666666,0.009959407476831212
Tỉnh Minh Hải cũ được tách thành hai địa phương nào?,"Thứ tư, 22/1/2025, 20:42 (GMT+7)",93.0,1.1117290226882115,3.801185964619552,0.0,0.0,"trắc nghiệm địa lý, trắc nghiệm giáo dục, tìm hiểu địa lý Việt Nam",9,1923.4062499999995,0.004068899623260283
Nam sinh đỗ Đại học Johns Hopkins với nghiên cứu phát hiện tế bào ung thư,"Thứ sáu, 28/3/2025, 08:36 (GMT+7)",1195.0,2.9215515696602745,7.239119166178536,2.0,0.0,"Du học Mỹ, Đại học Johns Hopkins",9,507.4,0.06474211183134639
Hà Nội có điện từ bao giờ?,"Thứ ba, 11/2/2025, 21:24 (GMT+7)",86.0,0.6983533452331834,1.9972997963997259,0.0,0.0,"Hà Nội, trắc nghiệm, trắc nghiệm lịch sử",9,1574.6,0.0014588944899447997
Triết lý 'học tiến bộ' của CEO Kyna English,"Thứ năm, 13/2/2025, 16:00 (GMT+7)",882.0,0.0,0.0,3.5,0.0,Kyna English,9,1532.0,0.0
Chọn Khoa học máy tính hay Kỹ thuật điều khiển và tự động hóa?,"Chủ nhật, 2/2/2025, 14:47 (GMT+7)",110.0,3.69518910648056,7.049658367080623,0.0,0.0,"cơ hội việc làm, tư vấn chọn ngành, Khoa học máy tính, ngành Kỹ thuật điều khiển và tự động hóa",9,1797.2166666666667,0.03285543066419501
Chàng trai đỗ đại học Nhật Bản với điểm Sogo top 1% thế giới,"Thứ bảy, 8/3/2025, 08:34 (GMT+7)",1111.0,0.6983533452331834,2.511534842365098,1.0,0.0,"Nhật Bản, Du học Nhật Bản",9,987.4333333333333,0.0032777652722113023
Học tiếng Nhật có tăng cơ hội vào doanh nghiệp ở Hà Nội không?,"Chủ nhật, 2/3/2025, 23:59 (GMT+7)",110.0,1.637692416600805,2.649274202709376,0.0,0.0,"cơ hội việc làm, tư vấn chọn ngành, ngành Liên kết Tài chính - Quản lý",9,1116.0166666666667,0.004894412565753771
19 đề cử 'Gương mặt trẻ Việt Nam tiêu biểu',"Thứ năm, 20/2/2025, 11:32 (GMT+7)",829.0,2.4609733977724844,5.774343624751089,1.0,0.0,"Phương Mỹ Chi, Gương mặt trẻ Việt Nam tiêu biểu, Soobin Hoàng Sơn",9,1368.4666666666667,0.020672098942146513
Trường đại học thay đổi đào tạo trước thách thức từ AI,"Chủ nhật, 23/3/2025, 18:08 (GMT+7)",679.0,1.1117290226882115,1.9972997963997259,2.0,0.0,"Hà Nội, tuyển dụng, Đại học Khoa học Xã hội và Nhân văn",9,617.8666666666667,0.004685353774764226
Số giải học sinh giỏi lớp 12 của TP HCM tăng 45%,"Thứ năm, 6/3/2025, 10:18 (GMT+7)",336.0,2.8571496719902085,4.850874087596516,0.0,0.0,"TP HCM, thi học sinh giỏi, lớp 12, học sinh giỏi",9,1033.7,0.020599955775398127
9 bộ phim giúp luyện tiếng Anh từ dễ đến khó,"Thứ bảy, 22/3/2025, 10:12 (GMT+7)",963.0,1.1117290226882115,3.1009040314511154,1.0,0.0,"học tiếng Anh, luyện tiếng Anh qua phim",9,649.8,0.008179769822911737
Bao nhiêu nước có lãnh thổ nằm trong lòng quốc gia khác?,"Thứ hai, 17/2/2025, 19:13 (GMT+7)",57.0,2.360708314405224,3.4502371172383604,0.0,0.0,"trắc nghiệm, tìm hiểu địa lý thế giới",9,1432.7833333333333,0.007697050043589558
Công thức quy đổi điểm xét tuyển dự kiến của Đại học Bách khoa Hà Nội,"Thứ bảy, 29/3/2025, 23:33 (GMT+7)",715.0,0.0,0.0,1.0,0.0,"Đại học Bách khoa Hà Nội, tuyển sinh đại học 2025, công thức quy đổi điểm xét tuyển",9,468.45,0.0
Trường Đại học Hồng Bàng khởi động chuỗi ngày hội khởi nghiệp,"Thứ ba, 25/3/2025, 15:00 (GMT+7)",809.0,0.0,0.0,3.0,0.0,"Trường Đại học Quốc tế Hồng Bàng, ngày hội khởi nghiệp, HIU, Trường Đại học Hồng Bàng",9,573.0,0.0
"S-Global Scholarship 2025 tài trợ 65% học phí IELTS, giao tiếp trực tuyến","Thứ ba, 1/4/2025, 15:30 (GMT+7)",912.0,0.0,0.0,3.0,0.0,"S-Global Scholarship, SunUni",9,404.5,0.0
Gần 20 đại học công bố mức quy đổi điểm IELTS năm 2025,"Thứ năm, 27/3/2025, 13:46 (GMT+7)",744.0,1.407223424814969,4.632189845039805,1.0,0.0,"IELTS, quy đổi điểm IELTS, tuyển sinh đại học 2025",9,526.2333333333333,0.023558800853130318
Nhảy việc vì mục tiêu ngắn hạn sẽ không bao giờ làm được việc lớn',"Thứ bảy, 22/3/2025, 13:15 (GMT+7)",504.0,3.0946123481066445,6.408757686631445,1.0,0.0,"Đại học Quốc Gia Hà Nội, nhảy việc, Đại học Công nghệ, học tập suốt đời",9,646.75,0.049107437301479234
Vùng nào có tỷ lệ ly hôn cao nhất nước?,"Thứ ba, 11/3/2025, 20:27 (GMT+7)",70.0,0.6983533452331834,1.7740398715288181,0.0,0.0,"ly hôn, trắc nghiệm, độ tuổi kết hôn",9,903.55,0.0021701473823189012
"Việt Nam phát triển 5 đại học trọng điểm về kỹ thuật, công nghệ","Thứ bảy, 1/3/2025, 12:27 (GMT+7)",690.0,3.7256139712740377,8.785430745730714,1.0,0.0,"STEM, quy hoạch mạng lưới đại học, đại học trọng điểm",9,1151.55,0.06984019600944416
Cơ hội ngành Công nghệ kỹ thuật hóa học trong 5 năm tới ra sao?,"Thứ ba, 25/2/2025, 23:59 (GMT+7)",156.0,2.9215515696602745,4.592963268817227,0.0,0.0,"tư vấn chọn ngành, tư vấn tuyển sinh, Công nghệ kỹ thuật hoá học",9,1236.0166666666667,0.016638127072246753
Tắc đường' trong tiếng Anh nói thế nào,"Thứ bảy, 1/2/2025, 13:00 (GMT+7)",62.0,1.1117290226882115,2.7753723877738947,0.0,0.07622030184054507,"học tiếng Anh, Từ vựng tiếng Anh, thầy Quang Nguyen",9,1823.0,0.0025022189039047207
Đại học Tôn Đức Thắng mở loạt chuyên ngành mới,"Thứ hai, 20/1/2025, 15:32 (GMT+7)",653.0,0.0,0.0,0.0,0.0,"Đại học Tôn Đức Thắng, TDTU, tuyển sinh đại học 2025",9,1923.4062499999995,0.0
Quốc gia nào hạnh phúc nhất Đông Nam Á?,"Thứ năm, 20/3/2025, 19:37 (GMT+7)",79.0,1.407223424814969,3.8631705478071265,0.0,0.0,"Đông Nam Á, trắc nghiệm, Singapore, hạnh phúc",9,688.3833333333333,0.012721194622475155
Dân tộc nào có tục thờ bát nước lã?,"Thứ sáu, 24/1/2025, 19:14 (GMT+7)",74.0,1.407223424814969,1.7740398715288181,0.0,0.0,"trắc nghiệm, Lịch nghỉ lễ Tết 2025, dân tộc Pà Thẻn",9,1923.4062499999995,0.0016394000889836343
Tỉnh nào ở miền Nam chỉ có 4 huyện?,"Thứ bảy, 15/3/2025, 20:37 (GMT+7)",87.0,0.0,0.0,0.0,0.0,"trắc nghiệm địa lý, trắc nghiệm giáo dục, tỉnh ít huyện nhất",9,807.3833333333333,0.0
Đại học gây tranh cãi vì tuyển thạc sĩ làm tạp vụ,"Thứ sáu, 7/3/2025, 16:33 (GMT+7)",336.0,0.6983533452331834,3.3698644288557302,1.0,0.0,"Trung Quốc, giáo dục Trung Quốc",9,1003.45,0.005699705633468079
Nam sinh trúng tuyển Imperial College London nhờ tư duy golf,"Thứ năm, 20/3/2025, 17:00 (GMT+7)",706.0,0.0,0.0,2.0,0.0,"du học sinh Anh, Imperial College London, Du học Anh",9,691.0,0.0
Học sinh lớp 8 chế tạo hệ thống phân loại rác bằng AI,"Thứ năm, 20/3/2025, 06:42 (GMT+7)",956.0,4.224532735474765,8.785430745730714,1.0,0.07622030184054507,"học sinh, Trí tuệ nhân tạo - AI, nghiên cứu khoa học, trường Nguyễn Siêu, đổi mới sáng tạo",9,701.3,0.07438910597038542
10.000 cựu sinh viên được trả lại tiền học phí thu sai,"Thứ sáu, 24/1/2025, 07:19 (GMT+7)",316.0,2.126768613731478,4.382433531327013,0.0,0.0,"Bình Dương, học phí, học phí đại học, Đại học Thủ Dầu Một",9,1923.4062499999995,0.007324904682706526
Nữ sinh tát bạn vì nghi 'bị nói xấu',"Thứ sáu, 7/3/2025, 13:07 (GMT+7)",236.0,1.9873141109995494,4.918192990597965,1.0,0.0,"Đăk Lăk, Bạo lực học đường",9,1006.8833333333333,0.01708620392955288
Đại học Dược Hà Nội công bố 4 phương thức xét tuyển,"Thứ ba, 18/3/2025, 20:12 (GMT+7)",532.0,0.6983533452331834,1.7740398715288181,2.0,0.0,"Tuyển sinh đại học, Đại học Dược Hà Nội, phương án tuyển sinh 2025",9,735.8,0.002655985063674957
Chàng trai Việt đứng sau bài thi 'hóc búa' nhất cho AI,"Thứ ba, 4/2/2025, 06:00 (GMT+7)",1369.875,3.146685785651782,8.785430745730714,2.0,0.0,"người Việt, Trí tuệ nhân tạo - AI, Người Việt ở Mỹ, Du học sinh, Du học Mỹ",9,1758.0,0.056465118677735855
"Học viện Tài chính bỏ xét điểm thi đánh giá năng lực, tư duy","Thứ ba, 18/3/2025, 11:21 (GMT+7)",754.0,0.0,0.0,1.0,0.0,"Học viện Tài chính, phương thức xét tuyển đại học, tuyển sinh đại học 2025",9,744.65,0.0
Đại học Công nghệ Thông tin cộng điểm ưu tiên với chứng chỉ IELTS,"Thứ tư, 12/2/2025, 16:59 (GMT+7)",667.0,0.6983533452331834,0.0,1.0,0.0,"tổ hợp xét tuyển, Đại học Công nghệ Thông tin, tuyển sinh đại học 2025",9,1555.0166666666667,0.0004296177321441624
Hai trường chuyên công bố lịch thi thử lớp 10,"Chủ nhật, 9/3/2025, 10:45 (GMT+7)",641.0,0.6983533452331834,1.5073080002506243,1.0,0.0,"CSP, Thi vào lớp 10, chuyên Sư phạm, chuyên Ngoại ngữ, CNN, thi lớp 10 ở Hà Nội năm 2025, tuyển sinh lớp 10 năm 2025, lịch thi lớp 10 chuyên",9,961.25,0.0017070289516744653
Phụ huynh bớt lo toan vì con được miễn học phí,"Chủ nhật, 2/3/2025, 12:11 (GMT+7)",1007.0,3.755222907387401,7.356593352781887,1.0,0.0,"học sinh, phụ huynh, miễn học phí",9,1127.8166666666666,0.04905873754156528
Phụ huynh lo lắng vì trường giới hạn suất thi vào lớp 6,"Thứ năm, 27/3/2025, 15:45 (GMT+7)",658.0,0.6983533452331834,1.173727626048523,1.0,0.0,"Hà Nội, chuyên Ngoại ngữ, Tuyển sinh lớp 6, trường THCS Ngoại ngữ, chuyên ngữ cấp 2",9,524.25,0.0024941998299819845
Tòa nhà cao thứ hai thế giới ở nước Đông Nam Á nào?,"Thứ ba, 1/4/2025, 20:00 (GMT+7)",71.0,1.1117290226882115,3.1009040314511154,0.0,0.0,"Malaysia, trắc nghiệm, Antananarivo",9,400.0,0.012828413271777337
Trường phổ thông dự kiến đưa bán dẫn vào chương trình,"Thứ tư, 19/3/2025, 22:52 (GMT+7)",666.0,1.8268242635234546,3.1009040314511154,2.0,0.0,"Hà Nội, trường phổ thông, trường Nguyễn Siêu, ngành bán dẫn",9,709.1333333333333,0.01003203114870102
"Chọn Sư phạm Văn, Du lịch hay Báo chí dễ có việc ổn định hơn?","Chủ nhật, 23/3/2025, 23:59 (GMT+7)",133.0,2.715595077708695,4.816242217109811,0.0,0.0,"tư vấn chọn ngành, ngành Du lịch, ngành Sư phạm",9,612.0166666666667,0.029808886990132972
VAS đưa AI vào giảng dạy học sinh lớp 1 - 12,"Thứ sáu, 28/3/2025, 11:00 (GMT+7)",924.0,0.0,0.0,3.0,0.0,"VAS, Trường Quốc tế Việt Úc, giảng dạy AI",9,505.0,0.0
Cô gái giành học bổng tiến sĩ nghiên cứu AI hơn 10 tỷ đồng,"Thứ hai, 31/3/2025, 13:55 (GMT+7)",982.0,2.637210047541738,6.741447164726101,2.0,0.0,"Đại học Bách khoa Hà Nội, Đại học Carnegie Mellon, học bổng tiến sĩ, Du học Mỹ",9,430.0833333333333,0.06201541701192975
Môn tự chọn thi tốt nghiệp có 48 mã đề,"Thứ hai, 31/3/2025, 13:26 (GMT+7)",426.0,1.637692416600805,2.511534842365098,1.0,0.0,"đề thi tốt nghiệp, lịch thi tốt nghiệp, thi tốt nghiệp THPT 2025",9,430.56666666666666,0.011387466522321926
Nước nào thưa dân nhất thế giới?,"Thứ sáu, 7/2/2025, 19:00 (GMT+7)",58.0,1.1117290226882115,3.5998301637937953,0.0,0.0,"trắc nghiệm, Mông Cổ, mật độ dân số, tìm hiểu châu Á",9,1673.0,0.004412570237422455
Đại học Ngoại thương công bố 4 phương thức tuyển sinh 2025,"Thứ tư, 22/1/2025, 18:16 (GMT+7)",605.0,2.788682474772222,3.1957668875376837,1.0,0.0,"FTU, Đại học Ngoại thương, Phương thức xét tuyển đại học, xét tuyển đại học 2025, tuyển sinh đại học 2025",9,1923.4062499999995,0.006502259522493842
Bộ Giáo dục và Đào tạo công bố cơ cấu và nhân sự mới,"Thứ tư, 5/3/2025, 18:10 (GMT+7)",620.0,1.1117290226882115,3.3698644288557302,1.0,0.0,"Bộ Giáo dục và Đào tạo, cơ cấu tổ chức",9,1049.8333333333333,0.006046296817531267
New Zealand tăng tốc cấp phép thường trú cho giáo viên nước ngoài,"Thứ sáu, 7/3/2025, 15:31 (GMT+7)",339.0,0.0,0.0,1.0,0.0,"New Zealand, du học NewZeland",9,1004.4833333333333,0.0
iSMART Education đồng hành thế hệ trẻ Việt Nam trong kỷ nguyên AI,"Thứ hai, 24/3/2025, 20:00 (GMT+7)",713.0,0.0,0.0,3.5,0.0,"iSMART, iSMART Education, Tập đoàn Giáo dục EQuest",9,592.0,0.0
Đại học Quốc gia Hà Nội mở cổng đăng ký thi đánh giá năng lực,"Chủ nhật, 23/2/2025, 07:35 (GMT+7)",607.0,1.9873141109995494,5.71079080880336,1.0,0.0,"Đại học Quốc Gia Hà Nội, Thi đánh giá năng lực, tuyển sinhh đại học 2025",9,1300.4166666666667,0.019531893337696216
"Nam sinh vừa đi học vừa nhặt ve chai, xin cơm thừa để nuôi heo","Thứ sáu, 14/3/2025, 13:23 (GMT+7)",786.0,3.5985297805368606,8.785430745730714,2.0,0.07622030184054507,"nghị lực sống, vượt khó, học trò nghèo, Cà Mau",9,838.6166666666667,0.07438910597038542
Mở trung tâm dạy và thi chứng chỉ A-level đầu tiên tại TP HCM,"Chủ nhật, 2/3/2025, 23:59 (GMT+7)",325.0,0.0,0.0,1.0,0.0,"NXB Đại học Oxford, trung tâm khảo thí OxfordAQA, Trường Quốc tế Nam Mỹ",9,1116.0166666666667,0.0
10 trường đào tạo Kỹ thuật tốt nhất thế giới năm 2025,"Thứ ba, 4/2/2025, 06:50 (GMT+7)",516.0,1.407223424814969,2.189882754307669,1.0,0.0,"học phí du học, xếp hạng đại học, Du học Mỹ",9,1757.1666666666667,0.002236403540988996
Hội đồng Anh lên tiếng về nghi vấn lộ đề thi IELTS,"Thứ ba, 25/2/2025, 14:16 (GMT+7)",692.0,2.9215515696602745,6.791965932982179,0.0,0.0,"luyện thi IELTS, thi IELTS, đề thi IELTS",9,1245.7333333333333,0.034846156863447664
Có nên học Sư phạm khi bị siết dạy thêm?,"Thứ hai, 17/2/2025, 23:59 (GMT+7)",149.0,4.224532735474765,8.785430745730714,0.0,0.0,"tư vấn chọn ngành, ngành Sư phạm, siết dạy thêm",9,1428.0166666666667,0.07400858900219849
Lớp học AI lấp đầy khoảng trống cấm dạy thêm ở Trung Quốc,"Thứ ba, 18/2/2025, 11:52 (GMT+7)",1185.0,3.2439258298907254,7.18818008550402,2.0,0.0,"Trung Quốc, Trí tuệ nhân tạo - AI",9,1416.1333333333334,0.03765259493903402
Trường chất lượng cao ở Hà Nội tuyển lớp 6 thế nào?,"Thứ ba, 18/3/2025, 23:12 (GMT+7)",477.0,2.360708314405224,3.7367802093128373,1.0,0.0,"Hà Nội, Tuyển sinh lớp 6, lớp 6 chất lượng cao",9,732.8,0.015749833238044783
"Bối rối vì bỏ dấu 'suy ra', 'tương đương' trong môn Toán lớp 9","Thứ hai, 24/2/2025, 08:13 (GMT+7)",1369.875,4.224532735474765,8.785430745730714,2.0,0.0,"Môn Toán, chương trình mới, Chương trình giáo dục phổ thông mới, Toán phổ thông",9,1275.7833333333333,0.07438910597038542
Vựa cá chép đỏ lớn nhất miền Bắc thuộc tỉnh nào?,"Thứ năm, 23/1/2025, 20:28 (GMT+7)",69.0,0.0,0.0,0.0,0.0,"trắc nghiệm, Phú Thọ, cá chép đỏ",9,1923.4062499999995,0.0
Trải nghiệm môi trường giáo dục ISHCMC qua Ngày hội Tuyển sinh,"Thứ sáu, 7/3/2025, 10:00 (GMT+7)",750.0,0.0,0.0,3.0,0.0,"ISHCMC, Trường quốc tế Thành phố Hồ Chí Minh",9,1010.0,0.0
Thầy cô tìm đường dạy thêm,"Thứ hai, 10/2/2025, 06:00 (GMT+7)",1315.0,4.224532735474765,8.785430745730714,2.0,0.0,"Học thêm, dạy thêm, Thông tư 29, dạy thêm tại nhà, đăng ký kinh doanh dạy thêm",9,1614.0,0.07438910597038542
Hàng trăm đại học tư ở Nhật 'đói' sinh viên,"Chủ nhật, 26/1/2025, 15:28 (GMT+7)",532.0,1.9873141109995494,4.382433531327013,1.0,0.0,"Nhật Bản, đại học, giáo dục Nhật Bản",9,1923.4062499999995,0.007215986223472854
"Có nên du học Hàn Quốc, Singapore ở tuổi 16?","Thứ ba, 21/1/2025, 05:00 (GMT+7)",179.0,2.250109956422129,4.950930573862915,0.0,0.0,"tư vấn du học, tư vấn giáo dục",9,1923.4062499999995,0.009463006257248281
Đại học Kinh tế Quốc dân bỏ chia chỉ tiêu theo phương thức xét tuyển,"Thứ sáu, 7/3/2025, 10:40 (GMT+7)",389.0,1.8268242635234546,3.8631705478071265,1.0,0.0,"Đại học Kinh tế Quốc dân, NEU, xét tuyển đại học 2025, tuyển sinh đại học 2025",9,1009.3333333333334,0.010088388946533508
"Các tỉnh, thành khó chi tiền cho trường học dạy thêm","Thứ năm, 20/2/2025, 21:42 (GMT+7)",728.0,4.059793682827491,8.152585936083051,1.0,0.0,"Học thêm, dạy thêm, Thông tư 29",9,1358.3,0.05461761546124566
Từ huy chương Vật lý quốc tế đến các cơ quan hạt nhân hàng đầu Pháp,"Thứ hai, 3/2/2025, 06:00 (GMT+7)",1369.875,3.2439258298907254,7.810011208888654,3.0,0.0,"Hải Phòng, người Việt, THPT chuyên Trần Phú, Du học sinh, người Việt ở Pháp, du học Pháp",9,1782.0,0.03877835740365134
Ai là nữ tiến sĩ Tây học đầu tiên của Việt Nam?,"Chủ nhật, 26/1/2025, 21:10 (GMT+7)",80.0,0.0,0.0,0.0,0.0,"trắc nghiệm, Hoàng Thị Nga",9,1923.4062499999995,0.0
